Date,Company,Close_Price,Actual_Target,Predicted_Signal,Signal_Probability,Signal_Strength,Correct_Prediction,Signal_Direction,Actual_Direction,Warning
2022-01-16,GOOGL,0.4112465124581398,1,1,0.5559814,0.111962795,1,Bullish,Bullish,CORRECT_PREDICTION
2022-01-16,MSFT,-0.7091938864716419,0,1,0.5491871,0.09837425,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-01-16,AAPL,-1.700574817383281,0,1,0.5469309,0.09386182,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-01-16,AMZN,-0.09923732360095994,1,1,0.5312989,0.06259775,1,Bullish,Bullish,CORRECT_PREDICTION
2022-01-16,TSLA,1.1335775228234402,1,1,0.5126433,0.025286555,1,Bullish,Bullish,CORRECT_PREDICTION
2022-01-17,AMZN,1.4909771981494573,0,0,0.4872411,0.025517821,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-17,TSLA,0.3587578787463046,1,0,0.45855492,0.08289015,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-17,GOOGL,-1.0010844257631084,0,0,0.4304833,0.13903338,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-17,AAPL,1.352237813231656,0,0,0.40736118,0.18527764,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-17,MSFT,0.7764355580168407,0,0,0.39566562,0.20866877,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-18,TSLA,-0.5063625583077976,0,0,0.39417198,0.21165603,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-18,AMZN,-0.046107370128340305,1,0,0.40171215,0.1965757,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-18,MSFT,-0.5429334269684407,1,0,0.41451502,0.17096996,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-18,GOOGL,-0.15865857066302658,0,0,0.42904195,0.1419161,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-18,AAPL,-1.1421924645086807,1,0,0.44367996,0.11264008,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-19,AAPL,-0.8773305646008661,1,0,0.46191293,0.07617414,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-19,AMZN,1.7051115869531328,1,0,0.47743222,0.045135558,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-19,GOOGL,1.9500600089197653,0,0,0.48367274,0.032654524,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-19,TSLA,-0.10054804219471011,1,0,0.47857344,0.042853117,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-19,MSFT,-0.03520374630251873,0,0,0.46839854,0.06320292,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-20,TSLA,0.8511478929538798,0,0,0.45736563,0.085268736,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-20,GOOGL,0.6472730420368845,1,0,0.44784236,0.10431528,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-20,AMZN,-0.3872828451124394,0,0,0.44942084,0.10115832,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-20,AAPL,2.330278388693739,1,0,0.45637897,0.08724207,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-20,MSFT,-1.590839505211178,1,0,0.46437466,0.07125068,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-21,AMZN,-0.1802754901130432,0,0,0.4759739,0.04805219,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-21,MSFT,1.20403788204061,1,0,0.48395616,0.032087684,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-21,TSLA,-0.563740835075137,0,0,0.4900247,0.019950628,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-21,GOOGL,1.0968328414049011,0,0,0.49474978,0.010500431,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-21,AAPL,0.35116680214640383,0,0,0.49512815,0.0097436905,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-22,MSFT,0.5376813595342396,1,0,0.49178836,0.016423285,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-22,GOOGL,-0.1944037895058728,1,0,0.4874238,0.025152385,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-22,TSLA,-1.5787758116209463,0,0,0.47817966,0.043640673,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-22,AAPL,-0.23375175057228917,1,0,0.46916518,0.061669648,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-22,AMZN,-0.8962426584747117,0,0,0.4602619,0.07947618,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-23,TSLA,0.9454957350844889,0,0,0.4495538,0.100892425,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-23,AAPL,1.503748639674466,1,0,0.4362022,0.1275956,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-23,MSFT,-1.5823189375469444,0,0,0.41965112,0.16069776,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-23,AMZN,1.9066597144969486,0,0,0.40891185,0.18217629,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-23,GOOGL,-0.8628734434022564,1,0,0.40344754,0.19310492,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-24,TSLA,-0.5700225944300417,1,0,0.402605,0.19479,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-24,GOOGL,2.1647612596793246,0,0,0.4086211,0.1827578,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-24,MSFT,-1.0593201508197128,1,0,0.42025286,0.15949428,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-24,AMZN,-0.49220151536739803,0,0,0.44150403,0.11699194,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-24,AAPL,-0.019406595180523196,0,0,0.46925852,0.061482966,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-25,AMZN,3.0874197944474187,1,0,0.49391356,0.012172878,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-25,AAPL,0.5835802944348422,1,1,0.5113137,0.022627354,1,Bullish,Bullish,CORRECT_PREDICTION
2022-01-25,MSFT,-0.7822220055683844,0,1,0.53093183,0.06186366,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-01-25,TSLA,-0.2654433626284646,0,1,0.549366,0.098731995,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-01-25,GOOGL,-0.6167913933181838,0,1,0.5601761,0.12035215,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-01-26,MSFT,1.3915817160351704,1,1,0.56071687,0.121433735,1,Bullish,Bullish,CORRECT_PREDICTION
2022-01-26,TSLA,-0.4175289911330209,1,1,0.55677897,0.113557935,1,Bullish,Bullish,CORRECT_PREDICTION
2022-01-26,AAPL,0.3357697910092305,1,1,0.5495609,0.09912181,1,Bullish,Bullish,CORRECT_PREDICTION
2022-01-26,GOOGL,-0.42990043747431395,1,1,0.5405699,0.0811398,1,Bullish,Bullish,CORRECT_PREDICTION
2022-01-26,AMZN,-1.0081782934509018,0,1,0.53277373,0.06554747,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-01-27,TSLA,2.055863656817102,0,1,0.5239979,0.047995806,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-01-27,AAPL,0.7514359632052737,1,1,0.5077529,0.015505791,1,Bullish,Bullish,CORRECT_PREDICTION
2022-01-27,GOOGL,0.47639308431997013,0,0,0.49432576,0.011348486,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-27,AMZN,1.0099306327921083,0,0,0.48163417,0.03673166,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-27,MSFT,-1.0025539994772654,0,0,0.46336764,0.07326472,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-28,GOOGL,-1.3659827055439835,0,0,0.44890085,0.1021983,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-28,MSFT,0.06351841837417348,0,0,0.44595164,0.10809672,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-28,AAPL,-0.7662497947399955,0,0,0.4497782,0.1004436,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-28,AMZN,1.2542249071896157,1,0,0.45739824,0.08520353,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-28,TSLA,-0.39560920278366735,1,0,0.46216726,0.075665474,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-29,AMZN,-1.3631313797072082,0,0,0.4651563,0.069687426,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-29,AAPL,-1.5886630630614111,1,0,0.46634915,0.06730169,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-29,GOOGL,0.20693934703201008,0,0,0.46503732,0.06992537,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-29,MSFT,-0.4199666027002579,1,0,0.4607151,0.07856983,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-29,TSLA,0.2768127642257206,0,0,0.45316392,0.09367216,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-30,AAPL,-0.009776869253152408,1,0,0.44350073,0.112998545,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-30,MSFT,-0.23772202999159206,0,0,0.4360989,0.1278022,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-30,AMZN,-0.02670054895783692,0,0,0.42846215,0.1430757,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-30,TSLA,0.9407089076312861,0,0,0.4377043,0.12459141,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-30,GOOGL,-0.74958316058686,0,0,0.45185605,0.096287906,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-31,AMZN,1.1908557820460104,0,0,0.47370732,0.052585363,1,Bearish,Bearish,CORRECT_PREDICTION
2022-01-31,AAPL,-0.6515078657290821,1,0,0.49666288,0.00667423,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-01-31,MSFT,-0.788467669350727,0,1,0.5259151,0.051830173,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-01-31,TSLA,-1.4506862244882166,0,1,0.55951726,0.11903453,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-01-31,GOOGL,-0.8672367554742166,0,1,0.5816957,0.16339135,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-01,AAPL,-0.5955050579922793,0,1,0.6001126,0.20022523,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-01,MSFT,-0.15312804991275766,1,1,0.61025,0.22049999,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-01,GOOGL,-0.1059297826162847,1,1,0.61564493,0.23128986,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-01,TSLA,-2.596349583278915,1,1,0.6154475,0.23089504,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-01,AMZN,0.853206747456864,0,1,0.6105664,0.22113276,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-02,MSFT,-0.7661432900345617,1,1,0.60185313,0.20370626,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-02,AAPL,0.645285899270249,1,1,0.5891383,0.17827666,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-02,AMZN,1.8080216198144623,1,1,0.5698302,0.13966036,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-02,GOOGL,1.0151804050650184,1,1,0.5447345,0.089468956,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-02,TSLA,-0.8378318731079017,0,1,0.5254827,0.05096543,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-03,TSLA,1.3072106298982251,1,1,0.51877975,0.03755951,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-03,AAPL,-0.8665154579593001,1,1,0.52284694,0.045693874,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-03,AMZN,-0.9656945327099608,0,1,0.54012287,0.08024573,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-03,MSFT,0.130035838473425,0,1,0.56216246,0.12432492,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-03,GOOGL,-0.8151927789782505,0,1,0.57751346,0.15502691,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-04,MSFT,0.2400231258400005,1,1,0.5931105,0.186221,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-04,GOOGL,0.8455253624028034,0,1,0.603299,0.20659804,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-04,TSLA,0.7629453445630032,1,1,0.606084,0.21216798,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-04,AMZN,-1.1735790061665101,1,1,0.60297585,0.20595169,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-04,AAPL,-0.08092185956748918,1,1,0.5963901,0.19278026,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-05,TSLA,-0.2789786384602168,0,1,0.5847051,0.16941023,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-05,AMZN,-0.6692234225885898,1,1,0.56847453,0.13694906,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-05,MSFT,0.5840185147189191,1,1,0.549379,0.09875798,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-05,AAPL,0.8281024710615489,1,1,0.5383065,0.07661295,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-05,GOOGL,-0.04949485029458683,0,1,0.5203099,0.04061985,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-06,AMZN,-0.8505153624749531,1,0,0.48917377,0.02165246,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-06,TSLA,0.0880330130430791,1,0,0.46304995,0.0739001,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-06,MSFT,0.3254683487964022,0,0,0.44453144,0.11093712,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-06,AAPL,0.47260751064676904,0,0,0.4314957,0.1370086,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-06,GOOGL,-0.8496417817397168,0,0,0.42528006,0.14943987,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-07,MSFT,2.1681232696100863,0,0,0.42623115,0.14753771,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-07,TSLA,0.7865066166887448,1,0,0.4352241,0.12955183,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-07,AAPL,-2.8234116815792825,1,0,0.4494067,0.10118657,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-07,GOOGL,-1.6497049850430419,1,0,0.47092393,0.05815214,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-07,AMZN,0.4325853985013606,0,0,0.48724806,0.025503874,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-08,TSLA,-0.4382153764909264,1,0,0.4984011,0.0031977892,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-08,AAPL,-0.7731722072900399,0,1,0.50580496,0.011609912,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-08,GOOGL,-0.587183050439017,1,1,0.5105381,0.021076202,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-08,AMZN,1.2124725163623717,0,1,0.5143608,0.028721571,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-08,MSFT,-1.0010492762005905,0,1,0.51416206,0.028324127,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-09,GOOGL,1.135132527962311,0,1,0.5143893,0.028778553,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-09,AMZN,-1.438356611130382,0,1,0.5148678,0.029735565,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-09,AAPL,1.8166267680401755,1,1,0.5182979,0.03659582,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-09,TSLA,0.2602910448378169,1,1,0.523123,0.04624605,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-09,MSFT,-0.58882088243328,1,1,0.5328208,0.06564164,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-10,MSFT,-0.4430285288218414,1,1,0.54830825,0.09661651,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-10,AAPL,-0.9632996968399519,1,1,0.5679462,0.13589239,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-10,AMZN,0.21049905674816002,0,1,0.5888709,0.17774177,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-10,TSLA,0.07977053669312358,0,1,0.60865146,0.21730292,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-10,GOOGL,1.1693798086145946,0,1,0.62578905,0.2515781,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-11,AAPL,0.6799288145786452,0,1,0.63977355,0.2795471,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-11,GOOGL,1.408879501889212,0,1,0.6467277,0.29345536,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-11,AMZN,-1.1159622180095217,1,1,0.6499738,0.29994762,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-11,MSFT,0.06331178093571915,1,1,0.65047693,0.30095387,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-11,TSLA,-0.4249507286450052,0,1,0.6482223,0.29644465,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-12,TSLA,-0.9252242096721892,0,1,0.64503336,0.29006672,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-12,AMZN,-1.7009709139431857,1,1,0.6379528,0.2759056,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-12,GOOGL,-0.5621928570118636,0,1,0.62944317,0.25888634,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-12,AAPL,1.2988082821368883,0,1,0.6181965,0.23639297,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-12,MSFT,0.8138711833687151,1,1,0.6016551,0.20331025,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-13,GOOGL,-0.8697863813174409,1,1,0.57967997,0.15935993,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-13,TSLA,0.9787001419588055,1,1,0.5588907,0.1177814,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-13,AAPL,-0.7911349143372678,0,1,0.5356573,0.07131457,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-13,AMZN,-0.14345448039674855,1,1,0.5010482,0.0020964146,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-13,MSFT,0.430457249609159,1,0,0.4709953,0.058009386,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-14,AMZN,-0.6366156256718705,1,0,0.44846186,0.10307628,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-14,TSLA,1.4863685398762738,1,0,0.44188705,0.1162259,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-14,AAPL,0.3456156881791745,0,0,0.4400243,0.11995143,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-14,MSFT,0.10635033859121862,1,0,0.44667128,0.106657445,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-14,GOOGL,1.584252753794854,1,0,0.46302867,0.07394266,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-15,TSLA,0.18135846872701425,0,0,0.47859463,0.042810738,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-15,MSFT,0.9918808366560764,0,0,0.48467362,0.030652761,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-15,GOOGL,-0.4909844932533127,1,0,0.49620584,0.007588327,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-15,AAPL,-0.22775039609841993,0,1,0.5085086,0.017017245,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-15,AMZN,1.3402709829110309,0,1,0.5186046,0.037209153,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-16,GOOGL,-0.03798881488131225,1,1,0.5273254,0.054650784,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-16,MSFT,-0.9613721657850816,1,1,0.5323683,0.064736605,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-16,AAPL,1.62401698286855,1,1,0.5356004,0.07120085,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-16,AMZN,-1.7326109979458904,0,1,0.53391296,0.06782591,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-16,TSLA,-0.8375856420754283,0,1,0.5299424,0.059884787,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-17,AMZN,0.626480263382227,0,1,0.51511717,0.030234337,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-17,GOOGL,1.1020932748137704,0,0,0.4945012,0.010997593,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-17,TSLA,0.6831483640993327,1,0,0.4715308,0.05693841,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-17,MSFT,0.1879897932683307,0,0,0.44668508,0.10662985,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-17,AAPL,0.9722372810427938,0,0,0.42433542,0.15132916,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-18,MSFT,-0.2082828158464171,1,0,0.4090529,0.18189418,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-18,AMZN,-0.7968871935982265,0,0,0.40475562,0.19048876,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-18,GOOGL,-0.05103887950326767,0,0,0.40686417,0.18627167,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-18,AAPL,-1.1261812331644014,0,0,0.41469395,0.1706121,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-18,TSLA,-1.222523900034588,1,0,0.4239412,0.15211761,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-19,AMZN,0.2074960874292065,0,0,0.4328323,0.1343354,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-19,AAPL,-1.229220809082792,0,0,0.43884012,0.12231976,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-19,TSLA,-1.8882811486418283,1,0,0.44309613,0.11380774,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-19,GOOGL,-0.7269920276081768,1,0,0.4448522,0.110295594,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-19,MSFT,0.2526863476641242,0,0,0.44228593,0.11542815,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-20,TSLA,-0.5985401793125196,1,0,0.4363657,0.12726861,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-20,AAPL,-0.6010637206582297,1,0,0.4312386,0.13752282,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-20,GOOGL,0.7939425315631436,1,0,0.4295642,0.14087158,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-20,AMZN,2.007487627219605,0,0,0.43573263,0.12853473,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-20,MSFT,0.1310061469374391,1,0,0.44674215,0.106515706,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-21,MSFT,2.5543092129063156,1,0,0.46396008,0.07207984,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-21,GOOGL,0.1323262129503037,1,0,0.47800872,0.043982565,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-21,AMZN,-1.4862660619789951,0,0,0.49726462,0.0054707527,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-21,AAPL,0.29783690739647356,0,1,0.53015816,0.060316324,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-21,TSLA,2.1077753574744005,0,1,0.5762119,0.15242386,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-22,TSLA,0.8171386148790668,1,1,0.60536146,0.21072292,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-22,MSFT,1.605415268880571,1,1,0.6236839,0.24736786,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-22,AMZN,0.030741611421212595,1,1,0.6322019,0.26440382,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-22,GOOGL,0.735290927264977,1,1,0.6368825,0.27376497,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-22,AAPL,-0.20162488845501292,1,1,0.6354383,0.27087665,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-23,AMZN,-0.04048779371461878,1,1,0.63062906,0.26125813,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-23,MSFT,1.12335985640171,1,1,0.6199579,0.23991585,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-23,GOOGL,0.5511671324296707,0,1,0.6024736,0.20494723,0,Bullish,Bearish,OPPOSITE_PREDICTION
2022-02-23,TSLA,-0.3657024779148241,1,1,0.5799322,0.15986443,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-23,AAPL,-0.4039789443391686,1,1,0.5712708,0.14254165,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-24,AMZN,0.8683546835384499,1,1,0.56977934,0.13955867,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-24,AAPL,-0.8559188403476768,1,1,0.5489348,0.097869635,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-24,GOOGL,-1.0266539993180528,1,1,0.5112872,0.022574425,1,Bullish,Bullish,CORRECT_PREDICTION
2022-02-24,MSFT,0.9760614258306632,1,0,0.47378516,0.052429676,0,Bearish,Bullish,OPPOSITE_PREDICTION
2022-02-24,TSLA,-1.0175839745861737,0,0,0.43865386,0.12269229,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-25,GOOGL,1.2415729822297465,0,0,0.41024378,0.17951244,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-25,TSLA,-0.4424931660419282,0,0,0.3879801,0.2240398,1,Bearish,Bearish,CORRECT_PREDICTION
2022-02-25,AAPL,-0.014349882654603302,0,0,0.3753116,0.24937677,1,Bearish,Bearish,CORRECT_PREDICTION
